taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,-5.12,263.17,-2.05,305.9,192.0,0.28699553,-477.0,624.0,0.88762444,-79.0,702.0,1.3195488,170.0,237.0,0.53258425,-208.0,21.0,0.03583618,-565.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,810.0,1.3613446,215.0,1013.0,1.5256025,349.0
0,-5.12,263.17,-2.05,305.9,182.0,0.27204782,-487.0,622.0,0.8847795,-81.0,701.0,1.3176692,169.0,228.0,0.51235956,-217.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,812.0,1.3647059,217.0,1013.0,1.5256025,349.0
0,-4.1,262.14,-3.07,304.7,181.0,0.27055305,-488.0,622.0,0.8847795,-81.0,701.0,1.3176692,169.0,228.0,0.51235956,-217.0,16.0,0.027303753,-570.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,808.0,1.3579832,213.0,1013.0,1.5256025,349.0
0,-4.1,262.14,-3.07,304.7,181.0,0.27055305,-488.0,621.0,0.88335705,-82.0,699.0,1.3139098,167.0,228.0,0.51235956,-217.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,262.14,-3.07,304.7,176.0,0.26307923,-493.0,621.0,0.88335705,-82.0,699.0,1.3139098,167.0,228.0,0.51235956,-217.0,15.0,0.025597269,-571.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,262.14,-2.05,302.3,176.0,0.26307923,-493.0,621.0,0.88335705,-82.0,698.0,1.3120301,166.0,228.0,0.51235956,-217.0,15.0,0.025597269,-571.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,262.14,-2.05,302.3,181.0,0.27055305,-488.0,622.0,0.8847795,-81.0,699.0,1.3139098,167.0,228.0,0.51235956,-217.0,18.0,0.030716723,-568.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,263.17,-2.05,304.2,168.0,0.25112107,-501.0,619.0,0.8805121,-84.0,701.0,1.3176692,169.0,218.0,0.48988765,-227.0,11.0,0.018771332,-575.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,263.17,-2.05,304.2,168.0,0.25112107,-501.0,619.0,0.8805121,-84.0,701.0,1.3176692,169.0,218.0,0.48988765,-227.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-5.12,263.17,-2.05,302.0,168.0,0.25112107,-501.0,619.0,0.8805121,-84.0,701.0,1.3176692,169.0,218.0,0.48988765,-227.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-5.12,263.17,-2.05,302.0,168.0,0.25112107,-501.0,621.0,0.88335705,-82.0,702.0,1.3195488,170.0,218.0,0.48988765,-227.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-4.1,263.17,-2.05,307.3,168.0,0.25112107,-501.0,623.0,0.886202,-80.0,704.0,1.3233082,172.0,218.0,0.48988765,-227.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,805.0,1.3529412,210.0,1013.0,1.5256025,349.0
0,-4.1,263.17,-2.05,307.3,158.0,0.23617339,-511.0,621.0,0.88335705,-82.0,706.0,1.3270676,174.0,217.0,0.48764044,-228.0,11.0,0.018771332,-575.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,804.0,1.3512605,209.0,1013.0,1.5256025,349.0
0,-5.12,263.17,-1.02,307.2,158.0,0.23617339,-511.0,619.0,0.8805121,-84.0,706.0,1.3270676,174.0,217.0,0.48764044,-228.0,11.0,0.018771332,-575.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,803.0,1.3495798,208.0,1013.0,1.5256025,349.0
0,-5.12,263.17,-1.02,307.2,158.0,0.23617339,-511.0,618.0,0.8790896,-85.0,706.0,1.3270676,174.0,216.0,0.48539326,-229.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,803.0,1.3495798,208.0,1013.0,1.5256025,349.0
0,-4.1,263.17,-3.07,304.3,153.0,0.22869955,-516.0,618.0,0.8790896,-85.0,706.0,1.3270676,174.0,215.0,0.48314607,-230.0,0.0,0.0,-586.0,1013.0,1.6799337,410.0,1013.0,1.521021,347.0,803.0,1.3495798,208.0,1013.0,1.5256025,349.0
